company_name,industry,headquarters,founder_experience,total_funding_usd,num_funding_rounds,investors_count,status,last_funding_year,last_funding_month,founded_year
"Frank, Rice and Gibson",AI,India,0.0,22343216,5,5,success,8,10,4
Moss PLC,Gaming,US,8.0,11864572,2,6,fail,14,3,9
"Mullins, Brown and Page",AI,UK,4.0,25949439,2,3,fail,8,2,7
Kelly PLC,EdTech,Germany,3.0,9827954,2,3,fail,13,4,9
"Mueller, Santos and Jacobs",E-Commerce,Singapore,0.0,18559916,1,6,success,14,3,11
"Fischer, White and Shepherd",AI,US,6.0,23539855,1,6,fail,5,12,3
Sanchez-Phillips,E-Commerce,US,0.0,15568635,2,3,fail,14,3,8
"Burnett, Mullins and Obrien",E-Commerce,Singapore,1.0,8206108,1,3,fail,14,3,5
Jordan-Cox,FinTech,UK,0.0,15810280,1,5,success,14,3,8
"Gutierrez, Willis and Wilson",AI,Singapore,3.0,22361218,3,4,fail,14,3,12
Smith-Johnson,E-Commerce,US,3.0,8366683,1,3,fail,14,3,8
"Smith, Gomez and Casey",E-Commerce,US,11.0,22617766,6,7,success,9,9,6
"Smith, Andrade and Taylor",E-Commerce,US,6.0,38121297,3,5,fail,14,3,6
King-Baird,HealthTech,Canada,16.0,25871234,5,8,success,14,3,12
"Cooley, Lowe and Norton",E-Commerce,Israel,7.0,14258973,1,2,success,8,4,4
"Garcia, Schneider and Ramos",AI,India,1.0,16865962,1,6,fail,12,6,4
"Porter, Smith and Simmons",Gaming,US,3.0,11256005,1,3,fail,14,3,12
Rodriguez-Morgan,E-Commerce,US,3.0,5089197,3,5,success,7,8,5
Valentine-Wilkinson,E-Commerce,India,4.0,9335592,1,2,fail,14,3,7
Daugherty-Carlson,Gaming,India,4.0,16657787,4,4,fail,11,5,8
"Hammond, Taylor and Lane",E-Commerce,UK,6.0,16362815,4,4,fail,14,3,10
"Rhodes, Flores and Joseph",E-Commerce,US,0.0,15903638,2,4,fail,13,2,6
"Strickland, Anderson and Robinson",E-Commerce,India,6.0,15969966,1,2,fail,10,5,4
Blake-Thomas,SaaS,US,0.0,13920705,3,6,fail,14,3,7
Harding-Browning,FinTech,UK,0.0,17295769,2,3,fail,3,9,2
Mendez-Rodriguez,E-Commerce,India,3.0,16626199,1,4,fail,7,1,3
Stanley LLC,EdTech,Israel,4.0,12293974,4,3,success,14,3,12
Ramirez-Guzman,AI,UK,0.0,33236477,8,7,success,14,3,8
Hebert LLC,E-Commerce,US,3.0,10481474,1,3,fail,14,3,7
Miller-Ali,AI,US,3.0,7622506,1,4,fail,1,5,0
Allen Group,HealthTech,Israel,0.0,19527556,5,3,fail,13,6,12
Simmons PLC,E-Commerce,US,6.0,20166755,1,6,fail,10,1,2
"Hamilton, Hernandez and Rodriguez",AI,US,1.0,30218651,3,5,fail,14,3,9
Brooks Inc,Gaming,Singapore,7.0,7288800,2,4,fail,2,8,2
Porter-Weaver,HealthTech,UK,1.0,14133979,2,1,success,8,2,4
Morton Ltd,Gaming,India,3.0,10676039,2,5,fail,9,6,5
"Peters, Wolfe and Bryant",AI,US,11.0,32169459,4,3,fail,11,5,10
Mason LLC,EdTech,US,7.0,10050326,3,1,fail,10,6,4
Carroll and Sons,FinTech,US,0.0,14835085,3,3,fail,14,2,10
Dickerson Inc,Gaming,US,4.0,12526435,5,3,fail,9,9,9
Lang-Miller,E-Commerce,Singapore,2.0,11227713,2,1,success,11,11,10
Fuller PLC,HealthTech,UK,11.0,11739793,2,5,success,4,4,2
"Goodman, Rich and Johnson",E-Commerce,UK,2.0,18249280,3,7,fail,14,3,11
"Smith, Stark and Beasley",E-Commerce,Singapore,2.0,13735736,3,4,success,9,1,6
"Gutierrez, Underwood and Mcmahon",E-Commerce,US,3.0,23280891,2,5,fail,14,3,11
Hall-Hughes,E-Commerce,US,7.0,18271966,1,6,success,14,3,9
Norton Inc,AI,India,1.0,32013536,3,9,fail,11,4,10
Byrd Ltd,HealthTech,India,14.0,32175805,3,12,fail,12,8,6
Ramsey LLC,SaaS,India,3.0,17550677,2,5,fail,8,2,2
Thompson-Douglas,SaaS,US,9.0,14470949,2,5,fail,6,5,5
"Potter, Rice and Coleman",AI,India,3.0,22877926,3,4,fail,14,3,7
Cook and Sons,Gaming,US,7.0,9017162,1,2,fail,12,9,7
Marshall Ltd,HealthTech,US,0.0,14381782,1,2,fail,11,10,11
Williams-Reid,FinTech,US,8.0,19929136,2,6,fail,9,4,2
Chung-Stanley,E-Commerce,US,2.0,9044778,3,2,success,9,8,8
Castro Ltd,AI,US,0.0,20763157,6,3,success,8,5,1
"Carrillo, Lee and Bell",Gaming,Singapore,6.0,12524189,1,5,fail,3,5,0
Schultz-Hill,Biotech,Singapore,3.0,23846633,1,6,fail,2,11,1
Dorsey-Payne,AI,India,1.0,31342287,3,3,fail,14,3,10
"Mcclure, Newman and Montes",SaaS,Singapore,0.0,4791643,1,5,fail,11,9,8
"Taylor, King and Saunders",FinTech,Singapore,0.0,14102761,2,4,fail,7,5,2
Medina-Wong,HealthTech,US,5.0,11307546,1,7,success,8,6,4
"Reese, Johnson and Kelley",EdTech,India,1.0,5802865,2,4,success,14,3,8
Taylor Inc,E-Commerce,Singapore,0.0,13957881,1,6,fail,5,10,1
Hernandez-Smith,E-Commerce,UK,1.0,9355944,1,2,fail,4,9,1
Gutierrez-Velez,E-Commerce,US,3.0,9338742,1,3,success,14,3,9
Tucker-Dean,AI,UK,3.0,19186722,5,7,fail,8,5,7
Powell-Williams,HealthTech,US,2.0,14046946,3,2,success,4,4,1
Phillips Group,AI,US,3.0,21888576,1,5,fail,10,1,9
Hernandez Group,HealthTech,US,2.0,14199191,1,6,fail,13,10,6
Garcia-Martinez,FinTech,US,8.0,24252030,5,4,success,12,8,8
"Williams, Martinez and Soto",E-Commerce,US,0.0,12201115,2,1,fail,10,9,7
"Chen, Hill and Hardin",HealthTech,Israel,10.0,21004724,4,4,success,8,4,3
Reyes and Sons,Gaming,US,1.0,14825318,1,2,fail,14,3,11
Allen Inc,FinTech,US,6.0,30967611,8,4,success,12,12,4
Martinez LLC,HealthTech,US,2.0,18503731,2,1,fail,13,2,5
Vega-Clark,AI,India,1.0,28315571,2,4,fail,8,2,4
Hernandez Group,AI,Singapore,4.0,25252360,2,5,fail,12,1,11
Buck PLC,FinTech,US,7.0,17753731,1,2,fail,14,3,10
Koch Ltd,FinTech,US,2.0,24834935,8,7,fail,9,11,9
Ellis-Ray,Biotech,India,3.0,38508346,2,4,fail,11,10,10
Chen-Hernandez,EdTech,India,0.0,8787816,5,2,fail,12,6,6
Morales LLC,E-Commerce,US,12.0,23694050,6,6,success,14,1,7
Harris-Salinas,AI,US,9.0,40207144,4,8,fail,14,3,10
Young and Sons,HealthTech,India,2.0,17779191,4,4,fail,3,4,1
"Cole, Fowler and Turner",E-Commerce,US,7.0,12068677,3,4,fail,7,3,1
"Mcmillan, Haley and Henderson",AI,Israel,1.0,16677218,6,3,success,8,12,3
Page Group,Gaming,US,6.0,6188974,4,3,fail,14,3,12
Webster LLC,HealthTech,US,3.0,15483128,2,3,fail,8,5,1
"Edwards, Larson and Ward",FinTech,Canada,0.0,12439324,3,4,fail,14,3,11
Marshall-Gomez,HealthTech,US,16.0,36281517,5,6,success,14,3,11
"Castro, Garcia and Collins",FinTech,Singapore,9.0,22443753,1,8,fail,9,1,6
"Anderson, Gonzalez and Hardy",FinTech,UK,7.0,29163332,6,5,success,5,5,4
"Cohen, Turner and Fisher",Gaming,US,1.0,7888918,1,6,fail,6,8,1
Sanchez LLC,E-Commerce,India,1.0,11048626,1,7,success,13,4,7
"Cook, Ingram and Alvarez",FinTech,US,4.0,19607075,4,8,fail,14,3,9
Williams Group,Biotech,US,9.0,43023881,7,6,fail,1,12,0
Cordova LLC,Gaming,US,13.0,20015687,2,5,fail,11,3,8
Horne Ltd,SaaS,India,1.0,11781869,2,7,fail,14,3,12
Fields-Torres,Biotech,Canada,4.0,26052105,2,5,fail,11,5,8
Pearson-Thomas,HealthTech,US,6.0,9862001,1,5,fail,14,3,9
Jackson LLC,SaaS,US,1.0,18863047,2,2,fail,12,10,8
"Padilla, Wilson and Smith",EdTech,India,2.0,6991121,1,1,fail,11,12,3
"Russell, Fowler and Myers",Gaming,UK,1.0,10186242,1,3,success,9,3,7
"White, Flowers and Lamb",SaaS,Germany,6.0,20979926,3,7,fail,10,9,2
Rodriguez-Leblanc,E-Commerce,US,9.0,9213295,1,5,fail,11,7,5
Underwood-Boone,SaaS,India,10.0,28526110,2,2,fail,14,3,8
"Brady, Mccarthy and Murphy",HealthTech,US,5.0,8081742,1,2,success,9,7,9
Terry-Lawrence,E-Commerce,Germany,2.0,12078359,1,2,fail,14,3,12
"Lopez, Harrison and Reynolds",FinTech,US,5.0,27114123,2,3,fail,11,5,3
"Hill, Burnett and Schroeder",Biotech,US,9.0,34430386,4,7,fail,8,1,2
"Green, Simmons and Wilson",E-Commerce,India,4.0,14234830,1,3,success,14,3,11
"Haynes, Smith and Brennan",AI,Israel,2.0,28407922,4,4,success,6,5,2
Garcia Ltd,E-Commerce,India,12.0,16637478,1,4,fail,12,2,6
Klein-Johnson,Biotech,Singapore,9.0,43990997,3,9,fail,9,7,9
Adams Ltd,E-Commerce,US,10.0,17740039,2,3,fail,14,3,9
Morrison Group,SaaS,India,11.0,26232492,2,3,fail,6,11,4
Garcia and Sons,Gaming,India,2.0,7166881,1,1,fail,8,10,3
"Nguyen, Rubio and Hernandez",E-Commerce,UK,9.0,16755847,2,3,fail,14,3,8
"Winters, Townsend and Gutierrez",E-Commerce,Canada,4.0,9884823,5,2,fail,14,3,7
Thomas-Murray,EdTech,Canada,0.0,7523037,4,3,fail,9,3,3
Parker Ltd,Gaming,UK,5.0,11467599,3,6,fail,13,2,4
Williams LLC,SaaS,UK,3.0,20654660,1,6,fail,14,3,8
"Sanchez, Young and James",HealthTech,Singapore,1.0,9671538,1,3,fail,7,8,6
"Lester, Page and Mendoza",Gaming,US,17.0,18374509,2,4,success,14,2,10
Nelson PLC,E-Commerce,Canada,0.0,12662234,5,5,fail,8,12,3
Collins-Ford,AI,Israel,14.0,43334334,3,11,fail,6,7,5
Alvarez Ltd,SaaS,India,0.0,15019881,3,2,success,8,6,3
Walker PLC,HealthTech,Germany,2.0,21629821,1,5,success,9,9,1
Good and Sons,SaaS,US,2.0,14558177,2,2,fail,4,12,4
Brown-Mills,HealthTech,US,21.0,28893206,4,5,success,6,5,3
Thornton-Vargas,E-Commerce,India,6.0,11221855,1,3,fail,4,8,3
King-Alvarado,SaaS,Israel,7.0,19573222,8,4,success,7,9,5
"Lamb, Sosa and Scott",FinTech,US,0.0,23606879,2,3,fail,10,2,8
Soto Inc,FinTech,US,3.0,18425583,5,10,fail,14,3,9
"Simpson, Evans and Bradley",Biotech,UK,14.0,47026238,5,8,fail,11,4,4
Collins-Hanson,E-Commerce,US,1.0,17023489,5,5,fail,13,8,8
Miller-Evans,Biotech,India,3.0,27113607,2,4,fail,13,10,6
Wright LLC,HealthTech,India,3.0,20563884,2,6,fail,13,6,11
Smith-Pope,E-Commerce,US,13.0,17111273,3,3,fail,9,12,1
Coffey-Garcia,E-Commerce,US,3.0,27680149,3,6,fail,12,3,9
Paul and Sons,EdTech,Israel,2.0,9289944,3,4,fail,13,6,11
Payne-Lewis,AI,US,5.0,19996909,4,7,fail,14,3,9
Sanchez Ltd,AI,India,3.0,40134636,3,8,success,14,3,11
"Weaver, Marshall and Townsend",SaaS,Singapore,3.0,11924136,8,1,success,8,1,3
Fowler Group,HealthTech,Canada,0.0,19355991,5,5,fail,14,3,10
Smith-Moreno,E-Commerce,US,0.0,13151716,3,5,fail,10,10,2
"Miles, Todd and Pearson",HealthTech,India,0.0,18834908,2,2,fail,6,11,1
Weeks-Ford,AI,Germany,1.0,18514129,1,3,success,11,3,2
Powell-Sanders,HealthTech,UK,1.0,12837824,3,4,fail,8,5,3
"Pham, Moyer and Chan",E-Commerce,Germany,3.0,11320597,1,3,fail,7,9,5
Knight PLC,AI,India,1.0,16128418,1,4,fail,13,2,8
Glenn-Willis,FinTech,US,2.0,30155589,3,5,success,9,3,5
Peters-Calderon,FinTech,India,14.0,29669776,6,8,success,14,3,11
"Coffey, May and Fisher",EdTech,UK,0.0,8279088,1,5,fail,5,10,1
Adams-Dillon,E-Commerce,UK,2.0,21585748,2,5,fail,11,2,3
"Jones, Evans and Harris",Gaming,US,1.0,5183122,3,7,fail,8,11,4
Steele LLC,EdTech,US,3.0,8082212,1,3,fail,9,6,9
Hernandez-Ruiz,FinTech,Singapore,6.0,19972558,1,6,fail,4,1,2
Jones-Bentley,AI,US,8.0,36723673,4,5,fail,10,8,2
Taylor-Charles,FinTech,US,3.0,18661084,2,2,fail,5,9,0
Escobar LLC,SaaS,Germany,9.0,14601074,8,2,fail,12,5,5
"Walker, Pearson and Lee",Biotech,India,7.0,38092623,3,5,fail,14,3,9
Hill-Goodwin,AI,US,0.0,25414004,2,6,fail,6,2,5
Taylor Group,EdTech,India,1.0,7095548,2,4,success,14,2,11
"Green, Thompson and Howard",HealthTech,India,5.0,12277975,6,3,fail,14,3,8
Velasquez LLC,E-Commerce,India,18.0,17987783,3,5,success,14,3,8
Delacruz-Parker,Gaming,Israel,2.0,15907641,2,5,fail,14,3,11
"Vasquez, Moore and Dominguez",HealthTech,US,1.0,16832702,1,4,fail,11,5,7
"Yang, Smith and Smith",HealthTech,UK,10.0,14035153,2,5,fail,9,4,3
Sloan-Todd,E-Commerce,US,1.0,15826153,1,3,fail,14,3,9
Holden Group,EdTech,US,5.0,5883346,1,1,fail,12,3,3
"Joseph, Mays and Butler",E-Commerce,Germany,0.0,11360365,1,4,success,14,3,9
Williams-Hughes,Gaming,US,0.0,7780170,2,1,success,11,12,9
Carter-Jackson,FinTech,India,3.0,21356473,2,5,fail,11,11,9
Johnson-Coleman,E-Commerce,US,5.0,13657867,1,3,success,12,5,3
Roberts-Hall,EdTech,US,0.0,5256891,2,1,fail,14,3,9
Porter-Lutz,HealthTech,India,7.0,23193156,2,3,fail,13,11,9
Norris LLC,EdTech,UK,0.0,10290248,1,6,fail,7,8,7
"Anderson, Leon and Robbins",HealthTech,US,3.0,13338462,2,4,success,7,5,1
"Moreno, Rose and Mendoza",FinTech,Israel,1.0,27375070,2,6,fail,3,10,3
Robinson PLC,FinTech,US,6.0,26522496,5,5,success,7,10,7
Lewis-Chapman,Gaming,US,8.0,9609930,1,1,success,11,5,7
Parks and Sons,AI,US,0.0,17865992,2,7,fail,1,2,0
Hawkins-Ortiz,SaaS,US,1.0,18512633,1,3,fail,12,6,8
Webb-Roberts,E-Commerce,US,11.0,15905162,1,3,fail,4,8,1
Manning Group,AI,Canada,2.0,23278759,2,5,fail,14,3,12
"Goodman, Kelly and Douglas",AI,India,3.0,20239867,2,6,fail,9,8,3
Smith-Rivera,Biotech,US,0.0,22245665,1,6,fail,12,5,11
Brown-Chan,EdTech,Singapore,26.0,15366833,3,2,success,14,3,10
"Sloan, Mata and Matthews",EdTech,US,12.0,16146058,2,7,success,14,3,7
Smith-Schmidt,FinTech,US,0.0,10245386,5,3,fail,3,7,1
Anderson-Stone,AI,US,4.0,31183749,4,6,success,9,12,7
Perez-Ryan,E-Commerce,US,3.0,19470938,1,4,success,14,3,11
"Wilson, Hinton and Parrish",Gaming,India,2.0,8236291,1,3,fail,14,3,10
"Hill, Chen and Sherman",HealthTech,US,2.0,17728702,3,4,fail,11,3,6
"Graham, Bautista and Henderson",HealthTech,India,2.0,10020342,1,4,success,11,7,7
"Thomas, Francis and Williams",E-Commerce,UK,0.0,13143248,2,4,fail,4,1,2
Cooper-Padilla,FinTech,Germany,3.0,24629834,2,4,fail,5,9,4
"Smith, Green and Singh",AI,US,1.0,29736808,3,4,fail,14,3,12
Allen-Moreno,Gaming,India,7.0,13372614,2,2,fail,4,11,0
"Wagner, Taylor and Bell",SaaS,US,7.0,24058464,1,2,fail,9,3,5
Perez Ltd,E-Commerce,US,4.0,13008440,1,3,success,6,9,5
"Phillips, Duncan and Mayer",AI,India,11.0,35958643,3,8,success,4,7,0
Bowman-House,FinTech,US,0.0,22628708,1,6,fail,14,3,7
"Torres, Matthews and Finley",Gaming,Germany,3.0,15420818,2,3,success,2,9,2
"Clark, Gross and Howard",E-Commerce,US,4.0,12128209,1,4,fail,6,5,2
Kelly-Richardson,E-Commerce,Singapore,1.0,13833379,1,6,success,6,2,4
"Garcia, Booker and Moreno",E-Commerce,Germany,0.0,11844665,3,4,success,14,3,12
"Sharp, Baker and Floyd",HealthTech,India,9.0,16508763,2,2,fail,12,6,6
Fowler Inc,E-Commerce,India,7.0,15864487,2,6,fail,6,4,0
Miller Inc,SaaS,UK,5.0,13652539,6,7,fail,14,3,11
Jones Ltd,SaaS,India,0.0,12520744,2,5,success,14,3,10
"Watts, Carter and Davis",E-Commerce,India,15.0,20225695,4,7,success,14,3,10
David-Pham,E-Commerce,US,1.0,12312108,2,5,fail,12,5,4
"Fowler, Morton and Cruz",Gaming,US,4.0,6980403,1,3,fail,9,6,5
Ali LLC,FinTech,Singapore,8.0,22433798,3,5,fail,9,7,1
"Livingston, Livingston and Holder",Gaming,US,0.0,5426557,1,4,fail,8,2,1
Mora-Martin,HealthTech,US,5.0,22547307,2,4,fail,7,1,1
"Hammond, Diaz and Snyder",EdTech,US,0.0,9254653,1,1,success,13,6,12
Sherman Ltd,AI,Canada,0.0,20192213,1,6,fail,12,8,12
Roy Inc,Gaming,Germany,0.0,9323682,1,5,fail,9,7,7
"Adams, Vaughn and Blackwell",FinTech,Canada,2.0,15967325,2,3,fail,7,7,4
Chambers-Ware,E-Commerce,Canada,1.0,12907486,1,6,success,5,1,3
Leach LLC,AI,India,2.0,28021017,3,8,success,14,3,9
"Cohen, Fernandez and Flynn",SaaS,US,0.0,16992545,1,7,success,14,3,7
Mcgee-Woodard,HealthTech,US,7.0,16630920,7,9,success,14,3,11
Hill-Mitchell,SaaS,India,0.0,6396437,1,2,fail,13,12,5
Garcia Group,E-Commerce,US,9.0,20323923,1,4,success,14,3,11
"Carr, Carlson and Singh",HealthTech,India,5.0,22277641,3,7,fail,8,4,1
Roy-Murphy,SaaS,India,2.0,20058886,7,3,success,14,3,12
Smith LLC,FinTech,UK,10.0,26176990,2,4,fail,14,3,12
"Golden, Hicks and Guzman",FinTech,US,1.0,17387790,4,4,fail,12,6,5
"Mccall, Andrews and Bradley",E-Commerce,Germany,0.0,12967200,2,5,fail,10,1,9
"Vargas, Weaver and West",AI,US,2.0,12737306,1,3,fail,8,11,4
"Allen, Baxter and Arias",AI,UK,21.0,41625436,4,7,fail,6,6,0
Gamble LLC,E-Commerce,India,0.0,9308544,8,7,fail,8,8,1
Ward-Myers,E-Commerce,Singapore,8.0,21516294,1,5,fail,14,3,12
"Chambers, Shaw and Bowman",HealthTech,Canada,5.0,16934495,3,4,fail,6,3,5
"Mercado, Larsen and Hernandez",E-Commerce,India,0.0,17046445,1,3,success,7,11,2
Martinez-Bruce,Biotech,UK,14.0,54712794,6,7,fail,13,12,10
Rios-Carey,Gaming,US,17.0,16285014,4,6,fail,13,1,11
Hall-Dickerson,FinTech,Germany,3.0,19799905,3,6,success,9,9,2
Ortiz-Dominguez,Biotech,UK,1.0,25341900,1,4,success,5,7,0
Perez-Smith,AI,India,2.0,29191024,5,7,fail,1,8,1
Mcmillan LLC,SaaS,Canada,2.0,17149485,2,2,fail,11,1,5
Chavez-Steele,E-Commerce,US,6.0,19785177,5,3,success,14,3,12
Crawford-Robinson,AI,Canada,7.0,20703618,2,5,fail,12,12,7
"Thomas, Williams and Pace",Biotech,UK,1.0,33207434,3,5,success,12,11,9
Berry Ltd,HealthTech,US,15.0,25409699,4,3,fail,10,1,3
Martinez Inc,FinTech,US,1.0,14650460,2,4,success,14,3,10
"Scott, Lee and Livingston",HealthTech,Israel,2.0,17741206,3,6,fail,14,3,12
"Montes, Gibbs and Payne",SaaS,Canada,0.0,10790385,3,4,success,7,5,5
"Garcia, Wong and Jones",E-Commerce,India,2.0,11272583,1,2,fail,14,3,12
"Patterson, Mayer and Ward",Biotech,UK,0.0,23662558,2,2,fail,4,11,3
Long-Miller,HealthTech,India,3.0,25327340,2,5,success,8,10,3
Tucker LLC,FinTech,UK,4.0,20650437,4,4,success,7,10,6
"Chavez, Goodwin and Rivera",HealthTech,US,1.0,19404151,4,5,fail,14,3,12
"Wilson, Johnson and Mathews",HealthTech,Canada,0.0,13228333,1,4,fail,13,2,5
"Long, Browning and Welch",E-Commerce,Germany,9.0,14768723,8,5,fail,6,11,3
Taylor and Sons,Gaming,US,4.0,12634716,1,5,fail,14,3,11
Beard-Miller,Gaming,Canada,0.0,10418630,1,5,fail,14,3,11
Vaughan-Serrano,E-Commerce,India,10.0,18846066,1,6,fail,9,9,3
Myers Inc,AI,US,3.0,22926181,4,7,success,14,3,8
"Ellis, Smith and Garza",HealthTech,UK,11.0,26349168,1,3,fail,6,5,5
Johnson Inc,FinTech,Israel,0.0,19188723,5,2,fail,13,6,5
Reynolds Ltd,Biotech,Canada,10.0,36087627,3,5,fail,8,2,0
Taylor Group,HealthTech,UK,8.0,16634267,1,3,fail,14,3,9
Mcdowell-Smith,HealthTech,US,1.0,15631590,4,1,fail,13,8,7
Dixon PLC,AI,US,0.0,29871170,3,4,fail,14,3,9
"Hull, Hobbs and Allen",AI,US,0.0,24798629,2,8,fail,8,6,8
Patrick LLC,FinTech,Canada,0.0,11402663,2,5,fail,13,5,11
Webb-Stewart,FinTech,Singapore,11.0,35042956,4,5,fail,12,8,7
Padilla-Shelton,E-Commerce,US,2.0,10956119,2,4,fail,13,6,11
Davis-Taylor,EdTech,Germany,0.0,2632031,2,1,fail,11,2,10
"Lane, Brown and Hess",HealthTech,India,4.0,19638576,2,6,fail,13,5,11
"Clark, Gutierrez and Pratt",E-Commerce,US,3.0,15816362,1,2,success,10,10,10
Lamb PLC,AI,India,1.0,15370140,4,4,success,14,3,11
"Williams, David and Davis",Gaming,Canada,0.0,13463511,2,3,success,13,10,5
Wilson-Brown,E-Commerce,US,7.0,16123282,3,3,fail,6,6,2
Pope-Hall,FinTech,Israel,0.0,10238250,2,4,fail,13,6,9
Bautista LLC,AI,US,2.0,25920697,3,4,fail,7,9,2
"Hurley, Guerrero and Lester",EdTech,US,0.0,9044906,3,6,fail,14,3,12
Lambert Group,FinTech,US,4.0,32550110,3,4,fail,9,5,8
"York, Griffith and Bailey",E-Commerce,Canada,2.0,9947943,1,2,fail,11,7,4
Mejia Inc,FinTech,India,0.0,15421513,6,4,fail,7,8,0
Aguilar and Sons,FinTech,Canada,3.0,10748306,1,2,success,13,9,8
Holmes-Perez,AI,India,4.0,24776466,4,4,fail,7,3,5
Erickson Group,E-Commerce,India,1.0,22587521,4,6,fail,9,12,8
Wise LLC,SaaS,Canada,7.0,17622621,3,4,fail,6,10,1
Anderson Inc,AI,India,2.0,29680592,6,3,fail,14,3,11
Schroeder-Petersen,E-Commerce,Canada,6.0,19221412,5,5,fail,9,9,1
Houston-Small,E-Commerce,US,4.0,11927445,1,5,fail,5,12,5
Craig LLC,AI,UK,10.0,36556901,3,6,success,14,2,11
"Jacobson, Jones and Werner",FinTech,Germany,3.0,24229304,1,3,fail,14,3,8
Ward-Dickerson,Gaming,Israel,1.0,13049176,1,7,fail,13,1,12
Jones-Brown,Biotech,US,8.0,29392934,3,4,fail,14,3,10
"Jackson, Tran and Sparks",FinTech,India,17.0,35222853,4,6,success,12,7,6
"Moore, Jackson and Adams",FinTech,US,0.0,16935502,2,6,fail,14,3,8
Herrera-Mcintosh,EdTech,US,4.0,10573618,1,4,fail,9,4,7
Rivas Inc,EdTech,US,3.0,8713746,1,3,fail,9,5,5
Clarke-Warner,SaaS,Canada,5.0,14049362,3,4,fail,6,5,4
Crawford-Bell,SaaS,Germany,19.0,21138132,1,5,fail,13,11,6
Graves PLC,E-Commerce,US,3.0,10853529,1,6,fail,6,12,6
"Stevens, Mann and Mcintyre",AI,Canada,5.0,19894231,4,3,fail,14,3,6
Miller Inc,EdTech,US,2.0,8470934,1,2,fail,13,4,11
"Hahn, Allison and Herrera",AI,UK,1.0,31912523,6,7,success,11,9,7
"Andersen, Rodriguez and Smith",AI,Israel,2.0,30967326,3,5,fail,13,1,11
"Proctor, Hodges and Sosa",AI,Canada,0.0,23837370,1,6,fail,13,3,9
Ford and Sons,AI,US,1.0,25645443,2,6,success,14,3,12
"Watkins, Davis and Fox",AI,Germany,0.0,35202056,4,6,success,14,3,5
"Nelson, Roach and Parks",AI,India,3.0,39392314,5,7,fail,13,2,12
"Anderson, Gibson and Martin",EdTech,Canada,3.0,9259467,1,2,fail,5,9,3
"Torres, Morgan and Rose",AI,India,7.0,46379910,3,8,fail,8,6,7
Oliver LLC,AI,Germany,3.0,29961616,3,4,fail,6,7,0
Dominguez Ltd,EdTech,US,3.0,7335232,3,1,fail,8,2,1
Bauer-Thompson,E-Commerce,India,1.0,12092405,2,3,fail,1,5,0
"Miller, Griffin and Martin",HealthTech,India,9.0,20385918,3,9,fail,3,3,1
Hayes-Moyer,FinTech,UK,0.0,9181590,2,4,success,14,3,12
"Johnson, Lopez and Davidson",AI,UK,20.0,45524203,3,6,fail,14,3,11
Cantu PLC,AI,Israel,3.0,24877927,4,4,fail,6,11,5
"Wright, Reyes and Mack",Biotech,Canada,1.0,25543276,6,5,success,11,6,9
"Cox, Tyler and Castillo",E-Commerce,US,2.0,11974376,2,8,fail,5,3,0
Monroe Group,E-Commerce,Canada,0.0,8578974,1,5,fail,14,3,12
Howard Inc,HealthTech,US,0.0,17505242,1,5,success,11,9,4
Cantrell-Shelton,FinTech,UK,2.0,23089732,4,3,success,4,6,2
Howard Group,SaaS,Israel,4.0,23529715,3,6,fail,14,2,7
James-Phillips,HealthTech,US,0.0,16498335,3,3,fail,10,1,4
"Spears, Fernandez and Coffey",E-Commerce,Canada,5.0,5949011,1,4,fail,14,3,9
"Frazier, Graham and Brown",EdTech,Canada,9.0,10638046,1,1,fail,7,1,5
Jones and Sons,AI,India,4.0,26360996,4,7,fail,14,3,8
Ramirez-Wilson,Gaming,US,1.0,8845422,1,3,fail,14,3,12
"Richardson, Barr and Williams",E-Commerce,Singapore,0.0,11553251,2,5,fail,3,3,1
Carpenter-Perez,Gaming,US,6.0,12374745,4,3,success,3,4,2
Valencia Inc,Gaming,India,4.0,17279964,5,3,fail,10,8,5
Rios PLC,HealthTech,US,3.0,13068051,4,8,success,7,7,3
Padilla PLC,FinTech,US,3.0,30762249,6,4,success,3,4,0
Briggs-Rodriguez,FinTech,Germany,1.0,23058669,2,4,success,14,3,12
Schmitt and Sons,E-Commerce,US,3.0,16236529,2,3,fail,14,3,9
Vasquez and Sons,Biotech,Singapore,3.0,26132897,2,5,fail,13,9,8
"Patel, Edwards and Short",AI,India,16.0,44428968,3,6,fail,6,2,4
Moore LLC,E-Commerce,India,52.0,21926455,2,4,success,1,3,0
Moore Inc,Gaming,US,8.0,15536490,1,4,fail,7,11,0
Morris-Blake,E-Commerce,Singapore,1.0,13386941,2,7,fail,12,1,5
Harrington PLC,E-Commerce,US,1.0,15601494,1,1,success,7,4,3
Gentry-Johnson,Biotech,India,1.0,20441763,2,4,fail,11,10,5
Bond-Scott,E-Commerce,US,21.0,25720608,6,2,fail,14,3,11
Montoya and Sons,SaaS,India,2.0,16656910,5,10,fail,10,6,4
Morris-Romero,AI,UK,6.0,29693274,7,3,fail,13,10,12
"Farley, Mclean and Roach",SaaS,UK,15.0,24658427,2,5,fail,14,3,10
Bradley-Hawkins,HealthTech,US,8.0,22540584,4,6,fail,14,3,6
Moore-Tanner,AI,India,4.0,26487699,2,5,fail,14,2,7
Hudson-Becker,Biotech,Canada,0.0,27519110,2,5,fail,7,10,7
