company_name,founded_on,industry,headquarters,founder_experience,total_funding_usd,num_funding_rounds,investors_count,last_funding_date,status
"Jordan, Anderson and Martinez",2016-02-06,HealthTech,Israel,4.0,14236307,3,6,2018-05-21,fail
Hunter Inc,2011-09-24,E-Commerce,US,9.0,14782658,5,4,2015-06-17,fail
"Roman, Anderson and Mills",2021-11-12,FinTech,US,2.0,14203302,1,8,2025-03-31,fail
Gomez-Green,2016-07-08,AI,India,3.0,29628808,4,9,2017-12-27,fail
Knight-Oliver,2021-04-24,E-Commerce,India,1.0,16531977,2,3,2025-03-31,success
Lopez-Lucas,2016-09-12,AI,UK,9.0,34434808,8,5,2018-09-11,success
Ingram PLC,2010-12-17,EdTech,India,12.0,12832576,3,4,2020-01-29,fail
Anderson-Baker,2014-10-23,AI,US,1.0,20900953,2,5,2024-06-08,fail
Walker and Sons,2020-03-31,,Israel,2.0,11283201,3,3,2025-03-31,fail
"Williams, Parrish and Rodriguez",2020-06-08,FinTech,India,1.0,18604404,3,7,2025-03-31,fail
Mercado Inc,2022-06-26,EdTech,US,1.0,7814386,1,2,2025-03-31,fail
Maldonado-Sanchez,2010-10-10,AI,US,2.0,22618433,4,5,2012-08-14,success
Martin-Conrad,2012-12-28,HealthTech,US,0.0,21411891,3,5,,fail
"Pearson, Perez and Thomas",2017-12-25,FinTech,Israel,4.0,20317858,6,5,2023-02-27,success
Knox-Parker,2014-08-03,FinTech,US,1.0,19692848,3,3,2017-10-02,fail
Clarke PLC,2013-05-28,E-Commerce,US,6.0,15131555,5,7,2019-07-29,fail
"Wilson, Christensen and Freeman",2020-11-29,EdTech,US,4.0,9516138,7,5,2022-09-10,fail
"Baker, Simmons and Bennett",2019-05-07,FinTech,India,1.0,25631259,5,3,2025-03-10,fail
"Chapman, Ferguson and Nelson",2010-07-25,SaaS,Canada,2.0,16887686,1,5,,fail
Elliott-Brown,2022-03-09,AI,Canada,0.0,15399585,5,5,2025-03-31,fail
"Alvarado, Erickson and Fox",2012-09-11,Gaming,India,0.0,8704714,8,6,2014-09-09,fail
Medina PLC,2015-09-12,AI,India,3.0,24055899,1,6,2020-05-17,fail
"Chambers, Brown and Jackson",2013-04-29,FinTech,Israel,3.0,28854733,2,3,2017-05-14,fail
Edwards Ltd,2014-01-26,AI,US,0.0,14341149,1,5,2017-08-18,fail
"Williams, Luna and Chavez",2018-09-29,AI,US,4.0,22785090,2,5,2025-03-31,fail
"Curtis, Palmer and Poole",2017-08-26,EdTech,US,0.0,11900831,1,3,2025-03-31,fail
Montgomery and Sons,2019-04-27,SaaS,India,5.0,19295842,2,5,2025-03-31,fail
Coleman Group,2017-11-10,HealthTech,US,4.0,19853171,3,2,2024-07-13,fail
Myers-Hughes,2011-10-28,HealthTech,US,0.0,12507048,1,2,2020-01-24,fail
Ray Ltd,2012-12-09,E-Commerce,UK,,9898385,1,2,2014-12-28,fail
Williams-Rivera,2017-02-10,EdTech,US,5.0,11586502,1,4,2018-03-21,fail
Hall-Reynolds,2022-07-25,SaaS,Germany,0.0,14863111,4,2,2023-08-05,fail
Wallace-Francis,2016-01-25,EdTech,Germany,3.0,7720225,1,1,2023-07-31,fail
Ross-Moore,2013-09-11,Biotech,US,0.0,13158599,1,5,2020-04-28,fail
"Henry, Singleton and Bauer",2021-11-02,AI,Singapore,1.0,13115606,3,3,2025-03-31,fail
Arellano-Flores,2013-03-07,E-Commerce,US,14.0,13577693,1,6,2017-05-24,fail
Hancock Inc,2019-12-20,EdTech,Germany,4.0,9105365,1,5,2025-03-31,fail
"Bush, Crawford and White",2016-03-29,E-Commerce,Israel,,16179204,1,5,2018-01-30,fail
"Vargas, Ball and Delgado",2015-12-20,,UK,4.0,20121102,2,5,2025-02-08,fail
Garrison PLC,2018-05-30,EdTech,Israel,4.0,8693032,1,5,2025-03-31,success
Winters-Fowler,2017-03-21,FinTech,US,3.0,25659162,5,2,2025-03-31,success
Arnold LLC,2019-02-23,E-Commerce,India,7.0,11176804,3,1,2025-03-31,success
"Griffin, Garrett and Fox",2014-10-30,FinTech,US,6.0,22724455,4,5,2017-04-03,fail
"Chandler, Powell and Evans",2022-09-15,SaaS,US,11.0,15709457,2,6,2024-04-15,success
"Tyler, Joseph and Davis",2021-08-10,FinTech,Israel,13.0,23229556,2,3,2023-06-26,fail
Lin-Hall,2022-06-12,AI,US,0.0,21772658,1,5,2025-03-31,success
"Steele, Alvarado and Williams",2016-02-19,FinTech,Germany,1.0,22997189,2,6,2017-06-30,fail
"Williams, Guzman and Johnson",2011-04-13,AI,Israel,3.0,28473985,3,2,2020-09-30,fail
Kelly-Dixon,2015-05-26,AI,Israel,2.0,25281280,1,6,2018-01-27,fail
Rivera Ltd,2015-06-23,Biotech,US,4.0,36647778,3,8,2018-07-11,fail
Williamson-Carlson,2013-08-07,Gaming,US,6.0,8958723,6,5,2020-11-05,success
"Miller, Farmer and West",2011-01-19,FinTech,India,10.0,22124662,2,7,2012-09-29,fail
"Roy, Payne and Larson",2012-07-23,HealthTech,India,1.0,17228131,3,4,2018-05-13,fail
"Burns, Cohen and Sanders",2010-07-28,SaaS,US,3.0,8422585,1,6,2017-03-15,fail
Hernandez-Stewart,2014-12-05,E-Commerce,US,4.0,12413892,5,5,2016-10-17,success
"Mcconnell, Arroyo and Zamora",2019-01-06,Gaming,India,14.0,16807566,3,5,2025-03-31,fail
"Nelson, Meyers and Flowers",2022-05-22,E-Commerce,India,0.0,10286144,2,6,,fail
Wood-Flores,2021-09-22,AI,Canada,,17499156,5,5,2025-02-22,success
Fox-Davis,2020-01-31,EdTech,US,7.0,9331865,2,5,2025-03-31,fail
Cunningham and Sons,2010-04-25,AI,UK,6.0,44458919,3,8,2018-04-23,success
Andrews-Perry,2014-09-13,FinTech,Israel,2.0,15269532,2,2,2017-09-18,fail
Harper Group,2016-01-21,EdTech,US,3.0,10647877,2,6,2017-12-03,success
Mcmillan-Hamilton,2011-09-21,EdTech,India,0.0,11711521,1,4,2015-10-03,fail
Zimmerman-Newton,2015-03-31,HealthTech,US,5.0,10380836,6,5,2024-12-29,success
Smith-Miller,2013-03-07,HealthTech,US,,22122229,2,4,2020-07-14,fail
"Green, Garza and Davidson",2022-08-30,HealthTech,US,6.0,21131932,4,5,2025-03-31,success
Collins Group,2012-06-16,AI,US,8.0,40640435,3,11,2014-11-29,fail
Wright-Wright,2019-09-16,SaaS,US,2.0,17780663,5,2,2025-03-31,fail
Austin-Shaw,2012-04-02,HealthTech,US,0.0,19832222,4,5,2015-09-26,success
Johnson and Sons,2016-09-24,AI,US,9.0,36226222,8,5,2023-05-06,success
Lee-Espinoza,2018-03-10,FinTech,US,1.0,17369704,2,7,2023-07-07,fail
"Reed, Nicholson and Johns",2014-04-06,AI,Israel,0.0,25458485,7,8,2018-08-24,fail
Nielsen-Reid,2020-12-18,AI,US,6.0,32017989,2,5,2025-03-31,fail
Sanders-Harrington,2012-08-30,,US,0.0,14212247,4,2,2019-08-08,fail
Crosby-Thompson,2018-09-04,AI,US,2.0,21921104,2,4,2020-10-29,fail
"Ross, Johnson and Garcia",2014-05-14,Gaming,UK,8.0,13943479,3,2,2018-03-13,fail
Sanchez PLC,2018-02-16,EdTech,India,0.0,7934530,3,1,,success
Peters-Phillips,2015-04-02,HealthTech,US,9.0,18722472,3,2,2020-02-11,fail
Marshall-Everett,2015-07-31,AI,India,6.0,37218893,4,5,2018-11-13,success
Johnston-Chapman,2016-01-12,HealthTech,US,3.0,13534999,1,3,2017-09-17,fail
"Dougherty, Rowe and Diaz",2013-01-27,Gaming,Singapore,12.0,15962178,1,4,2017-09-18,fail
Oneill LLC,2022-01-18,E-Commerce,US,19.0,15723172,1,4,2023-08-29,fail
Brown Ltd,2010-03-15,Biotech,Germany,3.0,21601582,2,4,2017-10-16,fail
"Silva, Howard and Ruiz",2010-05-13,FinTech,Israel,,18470907,1,5,2017-08-09,fail
Peck-Clark,2015-03-21,E-Commerce,Canada,,18188665,5,4,2017-09-23,fail
"Mccoy, Moore and Page",2013-07-06,E-Commerce,India,4.0,15891680,2,2,2018-06-14,success
Bryant-Stephens,2021-05-19,E-Commerce,US,3.0,16493442,1,4,2023-11-20,fail
Weber-Fitzpatrick,2011-08-23,E-Commerce,Canada,4.0,21707105,3,4,2019-03-27,fail
Castillo and Sons,2011-03-07,Gaming,US,1.0,10130832,1,2,2015-03-23,fail
Chandler LLC,2022-03-19,Gaming,Israel,3.0,6636835,3,2,2024-07-10,fail
Pratt-Scott,2015-09-25,AI,US,2.0,24960086,2,2,2018-08-09,success
Randolph-Nelson,2010-02-24,E-Commerce,US,5.0,15135365,1,5,2019-04-11,success
Norton-Adams,2016-11-12,AI,India,1.0,12661004,1,6,2023-06-14,fail
Johnson-Waters,2018-04-03,HealthTech,US,26.0,17351813,1,3,2025-03-31,fail
"Humphrey, Richards and Gamble",2011-02-01,Biotech,India,3.0,36767661,3,5,2016-05-02,fail
"Hernandez, Miles and Hogan",2017-10-23,E-Commerce,Canada,12.0,17355223,1,6,2025-03-31,fail
Reilly Ltd,2018-06-30,Biotech,Germany,1.0,21366452,1,5,2024-12-02,fail
"Flores, Solis and Nichols",2015-09-12,HealthTech,India,7.0,22809165,1,7,2016-11-14,fail
"Jones, Sanders and Juarez",2012-06-30,HealthTech,UK,11.0,28046755,5,6,2015-03-19,success
Clark LLC,2014-01-14,AI,US,11.0,31514417,8,7,2022-08-03,success
"Moore, Williams and Miller",2015-04-10,AI,US,5.0,22463407,2,5,2021-04-16,success
Stevenson-Smith,2016-06-05,,Singapore,8.0,7522604,1,4,2023-06-25,fail
"Allen, Parker and Smith",2014-07-25,EdTech,Israel,1.0,6822898,1,5,2021-03-24,fail
Reyes-Humphrey,2015-08-09,EdTech,Germany,4.0,11962409,3,5,2024-08-13,fail
"Stone, Davis and Sellers",2021-05-04,EdTech,Germany,7.0,13206045,1,4,,success
Caldwell PLC,2015-05-13,AI,US,1.0,25249708,2,3,2025-01-16,success
Reed-White,2010-04-29,AI,US,2.0,29135530,2,6,2017-11-29,success
Olsen PLC,2014-11-18,FinTech,US,13.0,36003036,4,7,2019-05-30,fail
Wilson-Rodriguez,2017-12-15,HealthTech,India,0.0,16582604,1,6,2025-03-31,fail
Walls-Fleming,2010-01-19,EdTech,Canada,5.0,13140300,2,3,2011-11-18,fail
Phillips and Sons,2010-02-23,E-Commerce,Singapore,1.0,12313203,1,5,2019-12-31,fail
"Wells, Cox and Walker",2022-12-23,AI,Germany,0.0,34853603,3,4,2025-01-16,fail
Hayes Ltd,2014-03-08,EdTech,India,12.0,13841230,8,1,2018-07-28,fail
"Swanson, Wilson and Webb",2015-04-26,Gaming,US,7.0,16280976,1,4,2019-07-18,fail
Benson Inc,2013-12-15,SaaS,India,5.0,17012122,1,6,2022-07-22,fail
Bruce-Cunningham,2016-09-30,SaaS,India,4.0,14084078,1,7,,fail
"Dodson, Castro and Allen",2022-04-05,,India,16.0,27867476,5,5,2025-03-31,fail
Norton Inc,2022-09-07,AI,Germany,0.0,27236677,1,4,2025-03-31,fail
Wallace-Banks,2010-02-11,FinTech,US,1.0,18303171,1,5,,fail
Jones-Delgado,2022-02-23,E-Commerce,Israel,10.0,16410561,1,7,2023-05-20,success
Anderson Ltd,2016-07-09,E-Commerce,India,1.0,15014353,2,6,2022-06-10,success
"Burgess, Smith and Lewis",2018-08-05,AI,India,0.0,22557627,2,3,2025-03-31,fail
"Parker, Garcia and Alvarez",2013-05-03,EdTech,India,8.0,11416746,1,4,,success
"Schneider, Hamilton and Berry",2015-05-20,HealthTech,US,5.0,19324924,4,3,2017-05-03,fail
"Willis, Watkins and Blevins",2013-04-20,AI,US,3.0,27025891,3,3,2021-02-19,success
"Mcclure, Brown and Scott",2022-10-25,SaaS,US,4.0,8668765,2,4,2025-03-31,fail
Wright-Jackson,2017-02-20,Biotech,US,7.0,18431972,1,4,2025-03-31,fail
Jones-Stewart,2012-06-18,AI,Israel,5.0,21345896,2,4,2019-12-11,fail
"Williams, Ferguson and Joyce",2012-03-18,Gaming,Israel,1.0,11473298,3,6,2013-11-06,fail
"Green, Reed and Lowe",2018-01-12,E-Commerce,India,6.0,15971040,1,5,2025-03-31,fail
"Ball, Price and Barr",2016-01-12,E-Commerce,US,,20686687,6,5,2024-05-26,fail
Carlson-Joseph,2017-10-21,FinTech,US,5.0,18873896,1,4,2021-08-14,fail
Zamora-Garrett,2019-10-19,FinTech,India,,21157486,2,3,2024-12-11,fail
Duncan-Reynolds,2015-11-14,E-Commerce,Canada,5.0,16556645,4,9,2021-05-11,fail
"Williams, Gardner and Meyer",2013-07-23,SaaS,India,4.0,19664741,1,6,,success
Castillo-Jones,2016-04-16,FinTech,India,0.0,19794490,2,3,2021-07-16,fail
Evans-Hanson,2019-06-30,HealthTech,US,7.0,22554726,2,6,2024-01-14,fail
Hines Inc,2013-06-22,Biotech,US,2.0,31994346,2,6,2017-04-21,success
"Simmons, Davis and Smith",2011-01-27,E-Commerce,Singapore,4.0,9810696,2,5,2017-07-26,fail
"Smith, Khan and Davis",2010-11-19,Biotech,US,1.0,35851590,4,6,2019-12-30,success
"Williams, Chen and Morgan",2012-12-27,Biotech,Canada,0.0,11614326,1,6,2019-06-12,fail
"Hanson, Matthews and Rodriguez",2021-02-28,FinTech,US,,20576351,6,5,2025-03-31,success
"Palmer, Thompson and Ross",2017-01-11,E-Commerce,Canada,1.0,14508048,1,3,2020-02-22,success
Ramirez Inc,2012-03-17,SaaS,UK,0.0,14006981,1,5,2017-06-03,fail
Reyes-Lopez,2017-09-30,E-Commerce,US,13.0,19387887,1,8,,fail
"Odom, Cabrera and Long",2014-01-05,E-Commerce,India,3.0,11786849,4,4,2019-08-16,success
Brennan LLC,2014-02-26,FinTech,US,4.0,20315215,5,4,2020-05-03,fail
Singh-Burton,2014-08-08,AI,Israel,0.0,19044855,4,4,2017-08-30,success
Williams Inc,2012-07-15,E-Commerce,UK,,8410971,1,3,2020-08-15,fail
Gonzalez-Blackwell,2019-12-22,E-Commerce,India,17.0,16158911,2,2,2025-03-31,fail
Stein Group,2014-11-15,SaaS,India,7.0,20269702,1,5,2017-09-10,success
Murray LLC,2018-09-04,EdTech,UK,2.0,8318055,3,1,2021-08-23,fail
Herring-West,2021-01-07,Biotech,India,3.0,27955175,7,5,2025-03-31,fail
"Martinez, Jones and Bean",2012-04-18,FinTech,India,1.0,21764296,2,5,2015-03-02,fail
Thompson-Harrison,2018-07-11,E-Commerce,US,4.0,12471409,6,4,2024-07-21,success
Lewis-Nelson,2020-12-06,FinTech,Germany,3.0,14887515,1,4,2023-04-19,fail
Sawyer-Reed,2022-08-30,HealthTech,India,5.0,8222204,2,4,2025-03-31,fail
Dunn-Cruz,2010-03-11,E-Commerce,UK,1.0,10501183,3,2,2012-04-28,fail
"Holland, Villanueva and Fernandez",2019-02-02,AI,India,1.0,15848378,1,5,,fail
Hale Inc,2017-07-18,E-Commerce,US,3.0,15020338,1,2,2023-10-24,fail
"Grant, French and Poole",2021-11-03,AI,US,2.0,30353037,3,7,2025-03-31,success
Gonzalez-Moses,2019-11-14,E-Commerce,Germany,1.0,11688553,4,3,2024-07-13,fail
"Hudson, Jackson and Nelson",2014-06-11,EdTech,Singapore,,10976715,2,7,2016-11-27,fail
"Jones, Collins and Howard",2012-10-27,HealthTech,US,12.0,21018960,2,4,2014-09-10,fail
Richardson Ltd,2012-05-29,AI,US,3.0,19550906,1,1,2020-01-23,success
Smith Inc,2015-06-27,HealthTech,Germany,5.0,18155625,2,7,2016-09-01,fail
"Bradford, Adams and Moore",2014-11-06,EdTech,UK,3.0,9396991,3,3,2021-01-10,fail
"Brown, Evans and James",2018-11-02,Biotech,US,2.0,34647788,2,8,2021-04-27,success
Moore-Morris,2020-12-08,HealthTech,Israel,0.0,14339644,1,1,2025-01-01,fail
Brown Group,2010-06-04,Biotech,India,9.0,45960385,3,6,2016-06-30,fail
"Butler, Stone and Walsh",2010-11-17,AI,India,1.0,23613417,3,8,2012-05-11,fail
Powell Inc,2014-12-11,E-Commerce,India,0.0,7110653,1,4,2024-05-18,fail
Cole-Lewis,2015-08-13,E-Commerce,UK,0.0,7882305,6,1,2016-12-12,fail
Anderson-Greer,2014-08-11,AI,Germany,5.0,25735476,2,8,2018-07-09,fail
"Floyd, Day and Price",2011-06-19,HealthTech,Germany,0.0,12948782,1,4,,fail
"Carter, Sanchez and Gallagher",2020-05-22,EdTech,US,0.0,8100494,1,2,2025-03-31,fail
Rogers Ltd,2019-09-13,SaaS,India,0.0,11505717,1,1,2025-03-31,success
"Tran, Hines and Johnson",2014-12-14,Gaming,India,0.0,13350549,1,3,2021-02-22,fail
Strickland Ltd,2015-06-18,Gaming,US,4.0,13876192,2,6,2023-06-22,fail
Rogers Ltd,2017-07-25,EdTech,Israel,4.0,5639111,1,1,2018-10-21,fail
"Hughes, Turner and Hunter",2014-03-25,EdTech,US,0.0,8840009,1,1,2022-10-12,fail
Pollard-Arnold,2021-04-06,AI,US,0.0,20480987,1,2,2025-03-31,fail
"Cook, Moore and Mitchell",2021-05-31,FinTech,US,3.0,14521589,2,3,2024-10-25,success
Brandt-Thomas,2020-09-25,SaaS,US,5.0,17738287,1,3,2023-12-30,fail
"Mcintyre, Jensen and Henderson",2022-05-07,FinTech,Singapore,1.0,20469465,1,4,2025-03-31,fail
Skinner LLC,2013-02-22,E-Commerce,Israel,0.0,13881170,1,7,2020-04-01,fail
"Davis, Brown and Taylor",2017-11-18,AI,US,8.0,26082157,2,4,2019-11-29,fail
Roy-Rivers,2011-03-13,E-Commerce,US,2.0,8305326,2,1,2014-01-18,fail
Tran-Castaneda,2021-03-25,SaaS,Canada,9.0,22322462,3,3,2023-03-18,fail
Rogers-Freeman,2010-03-09,AI,US,7.0,30912869,6,6,2018-09-10,success
Burke-Allen,2014-09-03,FinTech,Israel,5.0,28644395,3,4,2021-11-06,fail
"Snyder, Joseph and Fox",2011-10-03,FinTech,US,0.0,21141008,5,3,2021-08-02,success
Ray-Blair,2014-12-11,EdTech,Canada,0.0,9611269,1,5,2017-08-28,fail
Terrell Ltd,2013-06-04,Gaming,US,3.0,8409841,6,5,2015-09-22,fail
Haynes Inc,2022-10-19,FinTech,India,3.0,18587472,6,2,2025-03-31,success
Barker-Richards,2017-11-20,HealthTech,Germany,1.0,16014162,1,2,2019-10-15,success
Leblanc Ltd,2010-06-18,E-Commerce,Israel,7.0,19814710,1,2,2014-10-26,fail
"Morales, Ali and Barron",2011-01-10,E-Commerce,Germany,3.0,17457627,1,2,2012-07-27,fail
Allen-Caldwell,2014-09-01,Biotech,Germany,4.0,34778538,2,6,,fail
Gibson LLC,2016-06-07,AI,US,5.0,23270285,3,5,2019-11-24,fail
"Mcdaniel, Blanchard and Reilly",2017-08-17,AI,India,3.0,26388317,3,3,2024-01-05,fail
Duncan-King,2015-11-03,E-Commerce,India,0.0,16799818,7,5,2018-03-21,fail
Murray-Marquez,2016-04-24,HealthTech,India,2.0,11681568,4,4,2023-10-07,fail
Conway Group,2011-09-09,Biotech,Canada,2.0,33254743,3,4,2013-07-28,fail
Zimmerman and Sons,2012-11-20,HealthTech,Israel,4.0,15836152,3,4,2017-05-10,fail
"Lozano, Solis and Conner",2016-11-23,EdTech,US,1.0,8433207,7,5,2023-08-22,fail
Mullins-Huffman,2017-04-04,Gaming,Singapore,5.0,10552166,1,4,2024-04-07,fail
Johnson Group,2020-12-05,HealthTech,India,7.0,20038893,1,4,2025-03-31,fail
Lee and Sons,2011-06-03,EdTech,UK,19.0,13207979,1,5,2020-08-18,success
Shannon LLC,2017-10-27,SaaS,Singapore,5.0,19947700,2,6,,success
Lopez LLC,2019-10-21,EdTech,Singapore,5.0,15465347,1,1,2022-05-12,fail
"Alexander, Davis and Lozano",2012-12-28,E-Commerce,Germany,11.0,13639110,2,3,2021-01-16,fail
Hall-Graham,2011-05-24,FinTech,US,1.0,7173303,2,2,2014-05-13,fail
"Olson, Weaver and Jones",2020-02-10,HealthTech,Singapore,0.0,10486552,1,4,2025-03-31,fail
Collins-Bennett,2022-12-29,,US,4.0,18858907,1,3,2025-03-31,success
"Phillips, Maynard and Coleman",2022-07-08,AI,Germany,6.0,40602007,5,7,2025-03-31,success
"Greene, Mccall and Smith",2011-05-06,HealthTech,US,0.0,9767045,1,5,,success
Kline-Thompson,2022-12-18,Gaming,US,6.0,17975405,3,4,2025-03-31,fail
"Barrera, Branch and Nicholson",2016-09-28,E-Commerce,US,12.0,11608017,1,6,2025-03-31,fail
Russell-Arellano,2014-05-02,Biotech,US,0.0,38521945,2,8,2022-11-13,fail
Wood PLC,2021-03-19,SaaS,Canada,1.0,16048630,3,6,2025-03-31,fail
Perez-Bentley,2013-12-01,,US,2.0,10921758,3,5,,fail
Carr and Sons,2014-08-15,Biotech,UK,4.0,23554764,1,5,2019-10-16,fail
"Ward, Sheppard and Wu",2019-11-13,E-Commerce,Canada,10.0,7796474,1,2,2025-03-31,success
"Dillon, Lee and Hansen",2022-04-05,AI,US,5.0,33370858,3,8,2025-03-31,fail
"Morrison, Duran and Padilla",2019-12-13,,US,8.0,12010114,2,5,2024-12-02,fail
Valdez-Gomez,2010-01-11,Gaming,US,1.0,13464327,5,4,2017-01-23,success
Evans-Hernandez,2019-06-03,HealthTech,US,3.0,21521649,3,2,2023-05-02,success
Reyes and Sons,2016-04-05,FinTech,India,3.0,15715258,1,2,2022-11-27,fail
Deleon-Williams,2014-03-31,FinTech,US,3.0,22365573,2,3,2018-11-02,fail
Ross-Moore,2017-12-04,FinTech,Germany,2.0,20149404,3,6,2024-04-11,fail
Johnson Group,2020-07-27,HealthTech,US,0.0,10395370,1,8,2024-03-20,fail
"Wright, Mcbride and Torres",2013-02-24,EdTech,Canada,,7554621,1,3,2019-06-29,fail
Smith-Peterson,2017-01-01,SaaS,US,9.0,17492209,3,4,2025-01-23,fail
Fitzpatrick-Robertson,2015-11-22,SaaS,US,3.0,17674198,1,4,2021-02-18,fail
"Myers, Mata and Alexander",2015-09-29,AI,Singapore,4.0,27007402,2,9,2019-08-22,fail
Rivera Group,2015-10-07,EdTech,Israel,,13156454,3,4,2017-02-09,fail
"Jensen, Webb and Quinn",2015-06-16,HealthTech,Singapore,1.0,5855248,4,5,,fail
Johnson-Hicks,2015-08-28,E-Commerce,US,2.0,16549842,6,6,2017-01-15,fail
"Rodgers, Ryan and Mullins",2015-06-03,E-Commerce,US,,9738490,1,2,2018-03-30,fail
Walker and Sons,2019-07-29,E-Commerce,US,0.0,12766705,1,3,2022-01-27,success
"Hernandez, Sanders and Collins",2015-03-17,SaaS,US,,25338920,2,6,2022-05-31,success
Dunn LLC,2020-06-14,AI,UK,,25079324,2,4,2025-02-23,fail
Ellis and Sons,2012-01-31,,India,2.0,15239387,3,6,2015-02-23,fail
"Wilcox, Martin and Martin",2012-05-29,AI,US,1.0,26694117,3,6,2021-12-30,fail
"Fisher, Cummings and Durham",2020-01-29,FinTech,US,,18329663,3,7,2025-03-31,fail
"Johnson, Hunter and Mcfarland",2016-03-06,Gaming,Singapore,0.0,7129946,7,2,2025-01-26,fail
Melendez and Sons,2017-10-26,FinTech,India,3.0,21143209,2,9,2023-07-02,fail
Edwards Inc,2013-03-29,AI,Israel,3.0,37726793,2,4,2018-01-10,fail
Watson Ltd,2012-06-28,E-Commerce,Canada,1.0,13677633,1,5,,fail
Franco LLC,2012-02-23,SaaS,US,14.0,15761021,1,2,2020-02-29,fail
"Elliott, Davis and Harrison",2019-06-28,AI,UK,5.0,21813981,1,4,2025-03-31,fail
Lucas Ltd,2022-02-15,AI,Israel,0.0,19541321,1,5,2025-03-31,fail
Braun-Bell,2016-05-11,AI,UK,2.0,18431377,1,2,2018-08-02,fail
Figueroa-Kline,2015-08-28,AI,Israel,5.0,12328501,4,3,2021-10-27,success
Davis-Knapp,2020-08-24,E-Commerce,Germany,9.0,20589001,2,3,2025-03-31,fail
Barr-Jones,2015-11-15,EdTech,India,0.0,11272955,1,6,2016-12-27,fail
Ward Inc,2017-07-31,EdTech,Israel,2.0,2128484,1,3,2019-01-03,fail
Hernandez and Sons,2015-01-03,E-Commerce,UK,8.0,14354308,2,3,2023-04-03,fail
Brown LLC,2021-02-01,E-Commerce,US,1.0,14209335,5,1,2022-11-21,fail
"Miles, Riggs and Fry",2013-03-06,,Canada,11.0,29014133,2,3,2021-02-14,fail
Miranda-Stephens,2017-04-03,Gaming,India,7.0,12401719,1,3,2025-01-24,fail
"Wallace, Buchanan and Miles",2020-08-20,HealthTech,India,2.0,13574469,3,4,2025-03-31,success
Stark-Farley,2019-10-22,Gaming,US,4.0,13695536,1,2,2024-05-22,success
Stokes-Castillo,2011-05-13,SaaS,UK,11.0,21455976,2,6,2014-05-06,fail
"Cordova, Rivera and Franklin",2020-12-21,HealthTech,US,2.0,14716472,2,2,2025-03-31,success
"Patrick, Oconnell and Knight",2017-10-05,Biotech,Germany,0.0,33794784,6,5,2025-03-02,success
Kirk Ltd,2011-03-28,FinTech,US,2.0,12102079,1,2,2015-02-09,fail
"Chen, Carr and Murray",2020-10-27,FinTech,Israel,3.0,28178417,5,9,2025-03-31,success
Valentine PLC,2010-05-10,HealthTech,US,9.0,23540225,4,4,2018-03-31,success
Berg-Collins,2012-09-11,,India,2.0,17476455,1,5,2015-02-08,fail
"Johnson, Peterson and Ellis",2014-12-02,AI,Israel,6.0,21591387,2,6,2020-06-22,fail
Phelps Inc,2010-11-27,,India,,21962901,4,4,2016-05-06,success
Fernandez Group,2019-07-09,HealthTech,US,0.0,12281954,1,4,2025-03-31,fail
Harris-Maddox,2013-06-23,E-Commerce,Singapore,3.0,14401402,5,4,2023-05-27,fail
Rivas-Lopez,2010-07-03,HealthTech,Canada,2.0,18937172,1,4,2018-11-30,fail
Anderson-Mason,2021-01-20,AI,India,3.0,24662099,4,3,2025-03-31,success
Leonard-Li,2020-08-31,HealthTech,US,0.0,16221514,1,4,2024-07-02,fail
Sanders Ltd,2013-01-06,E-Commerce,Canada,10.0,15922436,7,2,2018-07-09,fail
Stewart-Gutierrez,2021-01-12,Biotech,US,5.0,37097180,3,6,2025-03-31,success
"Gray, Fields and Newton",2022-05-26,AI,US,2.0,14986139,4,8,2025-03-31,success
Robinson-Jones,2013-10-21,AI,Israel,5.0,32820678,2,5,2015-11-02,fail
Marquez PLC,2020-10-21,AI,Canada,2.0,21735490,3,7,2025-03-31,fail
Douglas Group,2018-09-17,EdTech,Germany,1.0,9087282,1,3,2025-03-26,fail
Davis-Williams,2014-12-27,SaaS,US,0.0,17372984,3,2,2022-01-19,fail
Williams Group,2016-04-28,Biotech,Canada,5.0,28407264,2,4,2023-06-02,success
Townsend Ltd,2015-12-16,AI,Germany,13.0,45988922,3,10,2021-04-17,success
"Ramos, Farley and Haley",2013-10-17,AI,Israel,1.0,23029005,4,6,,success
Oliver and Sons,2017-08-06,E-Commerce,US,20.0,19043386,2,4,2025-03-31,fail
"Scott, Baxter and Daugherty",2012-09-06,AI,UK,1.0,17524170,2,3,2017-07-30,fail
"Smith, Potts and Hall",2010-12-14,E-Commerce,India,4.0,8800999,1,2,2018-12-20,fail
"Manning, Owens and Waller",2015-11-14,AI,India,3.0,22055336,1,4,2019-12-18,fail
Marshall LLC,2021-11-24,E-Commerce,US,,13248823,2,2,2025-03-31,fail
Patel Ltd,2016-08-27,Gaming,Germany,7.0,15611367,2,4,,success
Bowman-Murray,2020-10-16,FinTech,US,13.0,29772974,2,5,2025-03-31,fail
"May, King and White",2018-01-04,AI,US,1.0,23511223,2,6,2023-05-31,fail
"Oliver, Acosta and Conner",2011-12-14,E-Commerce,UK,5.0,17521562,7,6,2018-04-24,fail
Brock PLC,2016-08-24,FinTech,India,9.0,25322540,8,5,2017-11-21,fail
